2025-01-17 15:56:05 | ClientID: 4 | Movie: Moana 2 | Date & Time: 2025-01-17 15:56:05.9720699 UTC | Order Confirmation Date & Time: 2025-01-17 15:56:05.9720699 UTC
2025-01-17 15:56:12 | ClientID: 2 | Movie: The Lion King | Date & Time: 2025-01-17 15:56:12.1881801 UTC | Order Confirmation Date & Time: 2025-01-01 12:00:00
2025-01-17 15:56:12 | ClientID: 6 | Movie: The Matrix | Date & Time: 2025-01-17 15:56:12.2854642 UTC | Order Confirmation Date & Time: 2025-01-17 15:56:12.2854642 UTC
2025-01-17 15:56:12 | ClientID: 3 | Movie: Iron Man (2008) | Date & Time: 2025-01-17 15:56:12.4471585 UTC | Order Confirmation Date & Time: 2025-01-17 15:56:12.4471585 UTC
2025-01-17 15:56:12 | ClientID: 10 | Movie: The Matrix | Date & Time: 2025-01-17 15:56:12.4471585 UTC | Order Confirmation Date & Time: 2025-01-01 12:00:00
2025-01-17 15:56:12 | ClientID: 3 | Movie: Iron Man (2008) | Date & Time: 2025-01-17 15:56:12.4471585 UTC | Order Confirmation Date & Time: 2025-01-01 12:00:00
2025-01-17 15:56:12 | ClientID: 7 | Movie: Inception | Date & Time: 2025-01-17 15:56:12.5529763 UTC | Order Confirmation Date & Time: 2025-01-17 15:56:12.5529763 UTC
2025-01-17 15:56:12 | ClientID: 7 | Movie: Inception | Date & Time: 2025-01-17 15:56:12.5529763 UTC | Order Confirmation Date & Time: 2025-01-01 12:00:00
2025-01-17 15:56:12 | ClientID: 2 | Movie: The Dark Knight | Date & Time: 2025-01-17 15:56:12.648739 UTC | Order Confirmation Date & Time: 2025-01-17 15:56:12.648739 UTC
2025-01-17 15:56:12 | ClientID: 2 | Movie: The Dark Knight | Date & Time: 2025-01-17 15:56:12.648739 UTC | Order Confirmation Date & Time: 2025-01-01 12:00:00
2025-01-17 15:56:12 | ClientID: 6 | Movie: Interstellar | Date & Time: 2025-01-17 15:56:12.7247323 UTC | Order Confirmation Date & Time: 2025-01-17 15:56:12.7247323 UTC
2025-01-17 15:56:12 | ClientID: 5 | Movie: The Lion King | Date & Time: 2025-01-17 15:56:12.7526994 UTC | Order Confirmation Date & Time: 2025-01-17 15:56:12.7526994 UTC
2025-01-17 15:56:12 | ClientID: 5 | Movie: The Lion King | Date & Time: 2025-01-17 15:56:12.7526994 UTC | Order Confirmation Date & Time: 2025-01-01 12:00:00
2025-01-17 15:56:13 | ClientID: 3 | Movie: The Lion King | Date & Time: 2025-01-17 15:56:13.1349219 UTC | Order Confirmation Date & Time: 2025-01-17 15:56:13.1349219 UTC
2025-01-17 15:56:13 | ClientID: 10 | Movie: Moana 2 | Date & Time: 2025-01-17 15:56:13.3077829 UTC | Order Confirmation Date & Time: 2025-01-17 15:56:13.3077829 UTC
2025-01-17 15:56:13 | ClientID: 10 | Movie: Moana 2 | Date & Time: 2025-01-17 15:56:13.3077829 UTC | Order Confirmation Date & Time: 2025-01-01 12:00:00
